Título,Vínculo,Fecha,Contenido,longitud_contenido,resumen
Planteará AMLO a Biden que EU tome decisiones más firmes en migración,https://www.jornada.com.mx/2023/10/24/politica/008n1pol?partner=rss,24 de octubre del 2023,"Ante la nueva realidad de la migración regional, con crecientes riesgos en los flujos y en los peligros para las personas, era necesario un replanteamiento de las políticas con una visión más humanitaria que contrasta con el fracaso de las estrategias coercitivas y la militarización de las fronteras, sostuvo el presidente Andrés Manuel López Obrador. Aunque reconoció avances en las acciones bilaterales en la materia con Estados Unidos, se requieren definiciones todavía más claras, que dejen a un lado “el zigzagueo” que impide mayor eficacia.",547,"El presidente Andrés Manuel López Obrador destacó la necesidad de replantear las políticas de migración en la región, enfatizando la importancia de adoptar un enfoque más humanitario frente a los crecientes riesgos y peligros que enfrentan las personas migrantes. Criticó las estrategias coercitivas y la militarización de las fronteras, señalando que, a pesar de algunos avances en la colaboración con Estados Unidos, es fundamental establecer definiciones más claras para evitar la falta de eficacia en las acciones migratorias."
Hallan vivos  a 5 pasajeros del catamarán hundido en Quintana Roo,https://www.jornada.com.mx/2024/01/31/estados/029n2est?partner=rss,31 de enero del 2024,"Cancún, QR., Los cinco turistas mexicanos extraviados durante el naufragio de la embarcación La Diosa del Mar, ocurrido el lunes pasado, cuando el navío iba de regreso a Puerto Juárez (en el municipio de Benito Juárez, cuya cabecera es Cancún), fueron encontrados con vida, luego de una búsqueda que realizaron elementos de la Secretaría de Marina, de la capitanía del puerto, de la Secretaría de Seguridad Ciudadana y de las coordinaciones de Protección Civil de Quintana Roo y del municipio de Isla Mujeres.",509,"En Cancún, Quintana Roo, los cinco turistas mexicanos que se habían extraviado tras el naufragio de la embarcación La Diosa del Mar fueron encontrados con vida. El incidente ocurrió el lunes cuando el barco regresaba a Puerto Juárez. La búsqueda fue llevada a cabo por diversas autoridades, incluyendo la Secretaría de Marina, la capitanía del puerto, la Secretaría de Seguridad Ciudadana y las coordinaciones de Protección Civil de Quintana Roo e Isla Mujeres."
El nuevo esquema de salud deberá funcionar en septiembre: AMLO,https://www.jornada.com.mx/2024/05/21/politica/009n1pol?partner=rss,21 de mayo del 2024,"Al término de una reunión en Palacio Nacional del presidente Andrés Manuel López Obrador, su gabinete de Salud y los 23 gobernadores que aceptaron la federalización de esos servicios, el mandatario de Sinaloa, Rubén Rocha, reveló que el plazo fijado por el gobierno federal para que el nuevo modelo se aplique en el sector, que se promociona oficialmente como el mejor del mundo, será el 3 o 4 de septiembre.",408,"En una reunión en Palacio Nacional, el presidente Andrés Manuel López Obrador, junto a su gabinete de Salud y 23 gobernadores que han aceptado la federalización de los servicios de salud, se discutió la implementación de un nuevo modelo de atención. Rubén Rocha, gobernador de Sinaloa, informó que el gobierno federal ha establecido el 3 o 4 de septiembre como la fecha límite para la aplicación de este modelo, que se presenta oficialmente como el mejor del mundo."
Propone diputado del PAN privatizar  el abasto de agua,https://www.jornada.com.mx/2024/02/14/politica/011n1pol?partner=rss,14 de febrero del 2024,"Ante el vacío de discusión sobre el tema desde hace cuatro legislaturas, el Partido Acción Nacional (PAN) presentó su iniciativa de ley general de acceso al agua, donde propone un consumo “mínimo vital” diario por persona de por lo menos 50 litros diarios; prevé un fondo para infraestructura, pero abre la puerta a la iniciativa privada para abastecer el líquido y considera la consulta a pueblos originarios y afromexicanos sobre la gestión del recurso en sus comunidades.",474,"El Partido Acción Nacional (PAN) ha presentado una iniciativa de ley general de acceso al agua, en respuesta a la falta de debate sobre el tema en las últimas cuatro legislaturas. La propuesta incluye un consumo mínimo vital de al menos 50 litros de agua por persona al día y la creación de un fondo para infraestructura. Además, la iniciativa permite la participación del sector privado en el abastecimiento de agua y plantea la consulta a pueblos originarios y afromexicanos sobre la gestión del recurso en sus comunidades."
Avizoran otra tanda de multas por gastos de precampaña,https://www.jornada.com.mx/2024/02/12/politica/003n2pol?partner=rss,12 de febrero del 2024,"Mientras los políticos definen sus estrategias de campaña, las cuales comenzarán el primero de marzo, el Instituto Nacional Electoral (INE) revisa las cuentas de los ingresos y gastos de precampaña, cuyos resultados serán dictaminados dentro de una semana en la comisión de fiscalización, y finalmente aprobados en el consejo general a finales del mes en curso.",361,"El Instituto Nacional Electoral (INE) está revisando las cuentas de ingresos y gastos de precampaña de los políticos, cuyas estrategias de campaña comenzarán el primero de marzo. Los resultados de esta revisión se dictaminarán en una semana en la comisión de fiscalización y se espera que sean aprobados por el consejo general a finales de este mes."
"Nivelar la economía global en favor de los pobres, demanda México al APEC",https://www.jornada.com.mx/2023/11/16/politica/003n1pol?partner=rss,16 de noviembre del 2023,"San Francisco., Durante la reunión ministerial del Foro de Cooperación Económica Asia-Pacífico (APEC) 2023, la canciller Alicia Bárcena sostuvo que si bien México tiene una intensa relación comercial con Estados Unidos, con intercambios por 855 mil millones de dólares anuales, pugna por nivelar la economía global en favor de los países menos desarrollados.",358,"Durante la reunión ministerial del Foro de Cooperación Económica Asia-Pacífico (APEC) 2023 en San Francisco, la canciller mexicana Alicia Bárcena destacó la fuerte relación comercial de México con Estados Unidos, que alcanza los 855 mil millones de dólares anuales. Sin embargo, enfatizó la necesidad de trabajar para equilibrar la economía global, priorizando el apoyo a los países menos desarrollados."
"Mantienen fortaleza del peso, a la espera del BdeM y la Fed",https://www.jornada.com.mx/2023/11/06/economia/027n2eco?partner=rss,06 de noviembre del 2023,"Las posiciones netas especulativas del peso-dólar en el Chicago Mercantile Exchange (CME), la bolsa de derivados más importante del mundo, alcanzaron un nivel de 31 mil 300 contratos en favor de la moneda mexicana, apostando por su apreciación, aunque suman cuatro semanas a la baja.",283,"Las posiciones netas especulativas del peso frente al dólar en el Chicago Mercantile Exchange (CME) han llegado a 31,300 contratos, lo que indica una apuesta por la apreciación de la moneda mexicana. Sin embargo, se observa que estas posiciones han disminuido durante las últimas cuatro semanas."
Cruzan acusaciones en la Permanente por aval a 20 magistrados del TFJA,https://www.jornada.com.mx/2024/01/30/politica/005n1pol?partner=rss,30 de enero del 2024,"La ratificación de 20 magistrados del Tribunal Federal de Justicia Administrativa (TFJA) derivó en una disputa verbal entre las bancadas en la Comisión Permanente del Congreso, que se acusaron de mantener el reparto de cuotas en la designación de funcionarios.",260,"La ratificación de 20 magistrados del Tribunal Federal de Justicia Administrativa provocó una confrontación verbal entre las distintas bancadas en la Comisión Permanente del Congreso. Durante el debate, los legisladores se acusaron mutuamente de continuar con el reparto de cuotas en la selección de funcionarios, lo que evidenció tensiones y desacuerdos en el proceso de designación."
Aplicarán austeridad en la Cámara de Diputados,https://www.jornada.com.mx/2024/03/01/politica/011n1pol?partner=rss,01 de marzo del 2024,"La Cámara de Diputados aplicará medidas de racionalidad y contención del gasto, entre ellas la cancelación de viajes internacionales y de nuevas plazas laborales, reducir la compra de café, galletas y agua embotellada, así como disminuir el consumo de electricidad.",265,"La Cámara de Diputados implementará medidas de austeridad para controlar el gasto, que incluyen la cancelación de viajes internacionales, la prohibición de nuevas contrataciones, la reducción en la compra de café, galletas y agua embotellada, y la disminución del consumo de electricidad."
Cannes levanta telón con reivindicaciones feministas y homenaje a Meryl Streep,https://www.jornada.com.mx/2024/05/15/espectaculos/a07n1esp?partner=rss,15 de mayo del 2024,"Cannes. El 77 Festival Internacional de Cine de Cannes desplegó este martes su alfombra roja a las mujeres, con discursos de reivindicación feminista y un emocionante homenaje a la actriz estadunidense Meryl Streep.",215,"En el 77 Festival Internacional de Cine de Cannes, celebrado el martes, se destacó la presencia femenina con discursos que abogaron por la reivindicación feminista. Además, se rindió un emotivo homenaje a la reconocida actriz estadounidense Meryl Streep, resaltando su contribución al cine y su impacto en la industria."
Contratos de cobertura se concentran en riesgos cambiarios y altas tasas,https://www.jornada.com.mx/2024/02/11/economia/014n2eco?partner=rss,11 de febrero del 2024,"En 2024, las coberturas financieras para aminorar el riesgo de los inversionistas de retail o institucionales, como las Afores o fondos de inversión, se concentrarán en el tipo de cambio (peso-dólar) y en las tasas de interés, prevé José Miguel de Dios, director general del Mercado Mexicano de Derivados (MexDer).",314,"En 2024, se anticipa que las coberturas financieras para reducir el riesgo de los inversionistas, tanto de retail como institucionales como Afores y fondos de inversión, se enfocarán principalmente en el tipo de cambio entre el peso y el dólar, así como en las tasas de interés. Esta previsión fue hecha por José Miguel de Dios, director general del Mercado Mexicano de Derivados (MexDer)."
"César Menotti, estable tras sufrir anemia",https://www.jornada.com.mx/2024/04/02/deportes/a12n2dep?partner=rss,02 de abril del 2024,"César Luis Menotti, técnico campeón del mundo con Argentina en 1978, fue internado el fin de semana en un sanatorio de la ciudad de Buenos Aires debido a un cuadro de tromboflebitis, que derivó en una severa anemia.",215,"César Luis Menotti, el entrenador que llevó a Argentina a ganar la Copa del Mundo en 1978, fue hospitalizado en Buenos Aires debido a tromboflebitis, lo que le ocasionó una grave anemia."
El IECM dará hoy su visto bueno a los 3 contendientes,https://www.jornada.com.mx/2024/02/29/capital/033n3cap?partner=rss,29 de febrero del 2024,"El Instituto Electoral de la Ciudad de México (IECM) aprobará este jueves el registro de las candidaturas solicitadas por los partidos políticos para la jefatura de Gobierno, una vez que fueron verificados los requisitos de elegibilidad legal y estatutaria de las personas postuladas para el cargo, a unas horas del inicio formal de las campañas.",346,"El Instituto Electoral de la Ciudad de México (IECM) se reunirá este jueves para aprobar el registro de las candidaturas de los partidos políticos para la jefatura de Gobierno. Esto se llevará a cabo tras la verificación de los requisitos legales y estatutarios de los postulantes, justo antes del inicio formal de las campañas electorales."
Mueren por deshidratación 2 crías de onza rescatadas en  la Huasteca potosina,https://www.jornada.com.mx/2024/04/15/estados/034n3est?partner=rss,15 de abril del 2024,"Dos crías de onza o jaguarundi, rescatadas el fin de semana luego de que su hábitat resultó afectado por la sequía en la Huasteca potosina y los incendios forestales de los últimos días, murieron a causa de la deshidratación, informó personal de la unidad de manejo y conservación Selva Teenek, con sede en Ciudad Valles, San Luis Potosí.",338,"Dos crías de onza o jaguarundi fueron rescatadas en la Huasteca potosina debido a la sequía y los incendios forestales recientes, pero lamentablemente fallecieron por deshidratación. La información fue proporcionada por el personal de la unidad de manejo y conservación Selva Teenek, ubicada en Ciudad Valles, San Luis Potosí."
Sindicatos chilenos convocan a paro el día 11,https://www.jornada.com.mx/2024/04/04/mundo/027n2mun?partner=rss,04 de abril del 2024,"Santiago. De la noche a la mañana, y por distintas razones, el gobierno del presidente chileno, Gabriel Boric, empieza a sufrir de crecientes movilizaciones sociales, impulsadas incluso por organizaciones sindicales que, en teoría, debieran ser partidarias del gobierno, según señalan sus propios dirigentes.",308,"El gobierno del presidente chileno Gabriel Boric enfrenta un aumento en las movilizaciones sociales, impulsadas por diversas razones y por organizaciones sindicales que, en teoría, deberían apoyar su administración. Esta situación refleja un descontento creciente que está surgiendo de manera repentina, lo que plantea desafíos para el gobierno en su relación con estos sectores."
Norberto Sánchez ejerció violencia política: tribunal,https://www.jornada.com.mx/2024/02/22/capital/032n3cap?partner=rss,22 de febrero del 2024,"El Tribunal Electoral de la Ciudad de México confirmó la responsabilidad del diputado local Nazario Norberto Sánchez, de Morena, en actos de violencia política en razón de género contra la legisladora del PAN Luisa Adriana Gutiérrez Ureña, durante la sesión del 14 de diciembre de 2021.",286,"El Tribunal Electoral de la Ciudad de México determinó que el diputado local Nazario Norberto Sánchez, del partido Morena, es responsable de incurrir en actos de violencia política de género contra la legisladora del PAN, Luisa Adriana Gutiérrez Ureña, durante una sesión el 14 de diciembre de 2021."
Netflix llega  a la NFL; transmitirá en exclusiva la jornada navideña,https://www.jornada.com.mx/2024/05/16/deportes/a12n2dep?partner=rss,16 de mayo del 2024,"Los Ángeles. Netflix transmitirá sus dos primeros partidos de la liga de futbol americano (NFL) la próxi-ma temporada, en otra incursión del gigante del streaming en el mercado de actos deporti-vos en vivo.",206,"Netflix transmitirá sus dos primeros partidos de la NFL en la próxima temporada, marcando su entrada en el mercado de eventos deportivos en vivo. Esta decisión refleja el interés del gigante del streaming por expandir su oferta más allá del contenido bajo demanda."
Menor carga fiscal permite a Pemex cubrir pagos,https://www.jornada.com.mx/2024/01/31/economia/022n3eco?partner=rss,31 de enero del 2024,"La reducción de la carga fiscal de Petróleos Mexicanos (Pemex), a una tasa de 30 por ciento en el derecho de utilidad compartida (DUC), sumado a una línea presupuestal de 145 mil millones de pesos, garantizan que la empresa cubra prácticamente el total de sus amortizaciones este año, aseguró Gabriel Yorio González, subsecretario de Hacienda.",343,"Gabriel Yorio González, subsecretario de Hacienda, afirmó que la reducción de la carga fiscal de Petróleos Mexicanos (Pemex) a una tasa del 30% en el derecho de utilidad compartida, junto con una asignación presupuestal de 145 mil millones de pesos, asegurarán que la empresa pueda cubrir casi la totalidad de sus amortizaciones en el año."
Chivas gana 2-0 al Querétaro y se mantiene en zona de play-in,https://www.jornada.com.mx/2024/04/21/deportes/a09n2dep?partner=rss,21 de abril del 2024,"Cuando falta una jornada para terminar la temporada, Chivas se mantiene en la zona de play-in para luchar por un boleto a la liguilla. Al derrotar al Querétaro (2-0), el Rebaño quedó en la frontera del pase directo, pues las victorias de Tigres, que goleó (5-2) al Necaxa, y Pachuca al Santos (2-0), los dejan fuera de ese sitio privilegiado. Todo estará definido hasta la última jornada.",388,"Chivas se mantiene en la zona de play-in para la liguilla tras vencer al Querétaro 2-0. Sin embargo, con las victorias de Tigres y Pachuca en sus respectivos partidos, Chivas se queda fuera de la posibilidad de un pase directo a la liguilla. La situación se resolverá en la última jornada de la temporada."
Feria de goles: Puebla derrota 5-4 a León,https://www.jornada.com.mx/2023/11/04/deportes/a31n1dep?partner=rss,04 de noviembre del 2023,"El Puebla gestó una de sus grandes noches en el estadio Cuauhtémoc, al reponerse de una desventaja de dos goles ante el León y convertirla en una victoria por 5-4 que puede determinar su futuro en la Liga Mx.",208,"El Puebla logró una emocionante remontada en el estadio Cuauhtémoc al vencer al León por 5-4, después de haber estado en desventaja por dos goles. Esta victoria significativa podría tener un impacto importante en el futuro del equipo en la Liga MX."
“Respeto y agradecimiento” de Encinas a víctimas y organizaciones,https://www.jornada.com.mx/2023/10/20/politica/010n2pol?partner=rss,20 de octubre del 2023,"Alejandro Encinas difundió ayer su carta de renuncia a la Subsecretaría de Derechos Humanos, Población y Migración de la Secretaría de Gobernación, y agradeció al presidente Andrés Manuel López Obrador su respaldo y confianza.",226,"Alejandro Encinas presentó su carta de renuncia a la Subsecretaría de Derechos Humanos, Población y Migración de la Secretaría de Gobernación. En la carta, agradeció al presidente Andrés Manuel López Obrador por su apoyo y confianza durante su gestión."
"Fallos sobre desafueros, a congresos locales: SCJN",https://www.jornada.com.mx/2024/03/13/politica/004n3pol?partner=rss,13 de marzo del 2024,"La Suprema Corte de Justicia de la Nación (SCJN) determinó ayer que los congresos estatales tendrán la última palabra cuando exista un procedimiento de desafuero por delitos federales contra gobernadores o altos funcionarios locales, pues con ello “no se genera impunidad y se protege al federalismo”.",301,La Suprema Corte de Justicia de la Nación (SCJN) decidió que los congresos estatales son los responsables de decidir sobre los procedimientos de desafuero de gobernadores y altos funcionarios locales acusados de delitos federales. Esta determinación busca evitar la impunidad y fortalecer el federalismo en el país.
"Gobierno de NL alista la llegada de Tesla, pero la crisis hídrica no cede",https://www.jornada.com.mx/2023/10/19/estados/033n1est?partner=rss,19 de octubre del 2023,"Monterrey, NL., La crisis hídrica que por segundo año consecutivo padecen la zona metropolitana de Nuevo León y algunos municipios rurales, la cual se acentuó con la fuerte sequía en verano, no cede; las lluvias de octubre apenas incrementaron mínimamente el nivel de las principales presas de la entidad: La Boca, Cerro Prieto y El Cuchillo.",342,"La zona metropolitana de Nuevo León y algunos municipios rurales enfrentan por segundo año consecutivo una crisis hídrica exacerbada por la sequía del verano. A pesar de las lluvias de octubre, el nivel de las principales presas de la región, como La Boca, Cerro Prieto y El Cuchillo, solo ha aumentado mínimamente, lo que indica que la situación de escasez de agua persiste."
Desplazados en Chiapas no podrán volver a casa por al menos seis meses,https://www.jornada.com.mx/2024/01/29/estados/029n2est?partner=rss,29 de enero del 2024,"San Cristóbal de Las Casas, Chis., La diócesis de San Cristóbal de Las Casas previó que debido a la violencia en la sierra y la frontera de Chiapas, cientos de familias desplazadas de sus comunidades durante enero no podrán regresar a sus hogares antes de seis meses, por lo que es necesario incrementar la ayuda humanitaria para atenderlas y enfrentar la crisis humanitaria.",375,"La diócesis de San Cristóbal de Las Casas alertó sobre la situación de cientos de familias desplazadas en Chiapas debido a la violencia en la sierra y la frontera. Se estima que estas familias no podrán regresar a sus hogares antes de seis meses, lo que hace urgente aumentar la ayuda humanitaria para afrontar la crisis que están enfrentando."
"“Aún no tenemos nada”, sólo hipótesis y dichos: padres de los 43",https://www.jornada.com.mx/2023/10/19/politica/017n2pol?partner=rss,19 de octubre del 2023,"La nueva documentación que se integró al segundo informe de la Comisión para la Verdad y Acceso a la Justicia del Caso Ayotzinapa (Covaj) confirma que los familiares de los 43 normalistas “tienen razón en señalar que el Ejército aún tiene información relevante que no ha entregado”, indicaron los padres de los jóvenes y organizaciones que los acompañan.",354,La reciente inclusión de documentación en el segundo informe de la Comisión para la Verdad y Acceso a la Justicia del Caso Ayotzinapa (Covaj) respalda la afirmación de los familiares de los 43 normalistas desaparecidos de que el Ejército posee información importante que aún no ha sido divulgada. Esto fue señalado por los padres de los jóvenes y las organizaciones que los apoyan.
Santiago Giménez anota en el empate 2-2 del Feyenoord ante el PSV,https://www.jornada.com.mx/2024/03/04/deportes/a10n1dep?partner=rss,04 de marzo del 2024,"La Haya., El Feyenoord perdió una oportunidad para recortar distancia con el PSV, líder de la liga neerlandesa, ayer al empatar 2-2, en un duelo en el que el mexicano Santiago Giménez anotó para el equipo de Rotterdam, mientras su compatriota Hirving Chucky Lozano cumplió 100 partidos con el conjunto de Eindhoven.",315,"El Feyenoord empató 2-2 en un partido que le impidió acercarse al PSV, líder de la liga neerlandesa. Santiago Giménez, delantero mexicano, anotó un gol para el Feyenoord, mientras que Hirving ""Chucky"" Lozano celebró su partido número 100 con el PSV."
"Ecuador cruzó líneas que no deben pasarse, acusa México ante la CIJ",https://www.jornada.com.mx/2024/05/02/politica/015n1pol?partner=rss,02 de mayo del 2024,México presentó el martes ante la Corte Internacional de Justicia (CIJ) los argumentos por los que considera que el gobierno de Ecuador incurrió en violaciones al derecho internacional por el asalto a la embajada mexicana en Quito el pasado 5 de abril.,252,"México presentó el martes ante la Corte Internacional de Justicia sus argumentos sobre las violaciones al derecho internacional que, según considera, cometió Ecuador al asaltar la embajada mexicana en Quito el 5 de abril."
Dan 51 años de cárcel a 3 por robo a transportistas,https://www.jornada.com.mx/2024/05/05/politica/008n3pol?partner=rss,05 de mayo del 2024,"Un juez federal dictó sentencia condenatoria de 51 años de prisión en contra de Juan S, Jorge P y José G, integrantes de una banda de robo a transportistas. Fueron declarados culpables por los delitos de robo de autotransporte federal de carga, hurto de mercancía agravado y secuestro exprés.",292,"Un juez federal condenó a 51 años de prisión a Juan S, Jorge P y José G, miembros de una banda dedicada al robo de transportistas. Los tres fueron hallados culpables de robo de autotransporte federal de carga, hurto de mercancía agravado y secuestro exprés."
Presenta Brugada plan de movilidad; plantea ahorrar tiempo en traslados,https://www.jornada.com.mx/2024/03/20/capital/028n2cap?partner=rss,20 de marzo del 2024,"La candidata de los partidos Morena, del Trabajo y Verde Ecologista a la jefatura de Gobierno, Clara Brugada, presentó su propuesta de movilidad, que tiene como prioridad reducir el tiempo de traslado y restituirlo a la vida de los habitantes de la Ciudad de México.",266,"Clara Brugada, candidata a la jefatura de Gobierno de la Ciudad de México por los partidos Morena, del Trabajo y Verde Ecologista, presentó su propuesta de movilidad. Su plan se centra en reducir el tiempo de traslado de los ciudadanos, buscando mejorar su calidad de vida y restituir ese tiempo a las actividades cotidianas de los habitantes de la ciudad."
Descarta Gálvez cerrar refinería de Tula,https://www.jornada.com.mx/2024/03/08/politica/005n2pol?partner=rss,08 de marzo del 2024,"La candidata presidencial de la coalición Fuerza y Corazón por México (PAN, PRI y PRD), Xóchitl Gálvez, responsabilizó a Claudia Sheinbaum de que haya contingencia ambiental porque, dijo, “no hizo bien su trabajo” en la jefatura de Gobierno de la Ciudad de México.",264,"Xóchitl Gálvez, candidata presidencial de la coalición Fuerza y Corazón por México (integrada por el PAN, PRI y PRD), culpó a Claudia Sheinbaum de la actual contingencia ambiental, argumentando que no cumplió adecuadamente con sus responsabilidades durante su gestión como jefa de Gobierno de la Ciudad de México."
La Suprema Corte se pudrió y el Poder Judicial está tomado: AMLO,https://www.jornada.com.mx/2024/02/22/politica/003n1pol?partner=rss,22 de febrero del 2024,El presidente Andrés Manuel López Obrador reveló que cuando el ministro Arturo Zaldívar estuvo al frente de la Suprema Corte de Justicia de la Nación (SCJN) “nosotros respetuosamente interveníamos” y se dialogaba con el togado a fin de evitar que sospechosos de un delito salieran de prisión.,292,"El presidente Andrés Manuel López Obrador declaró que durante la gestión del ministro Arturo Zaldívar al frente de la Suprema Corte de Justicia de la Nación, su administración mantenía un diálogo respetuoso con él para evitar que personas sospechosas de delitos obtuvieran su liberación de prisión."
"En GAM pagan hasta $2,200 por pipa de agua",https://www.jornada.com.mx/2024/01/29/capital/031n2cap?partner=rss,29 de enero del 2024,"Habitantes de colonias de la Gustavo A. Madero se han juntado para pagar una pipa de 10 mil litros, cuyo costo va de mil 400 a 2 mil 200 pesos, pues para que “llegue una de la alcaldía está muy difícil y no podemos estar esperándola, cuando tenemos la necesidad de contar con agua diariamente”.",294,"Habitantes de colonias en Gustavo A. Madero se han organizado para financiar la compra de pipas de agua de 10 mil litros, con un costo que varía entre mil 400 y 2 mil 200 pesos. La comunidad ha tomado esta medida debido a la dificultad de recibir el suministro de agua por parte de la alcaldía, lo que les lleva a buscar soluciones para satisfacer su necesidad diaria de agua."
Niega jueza aplicar la extinción de dominio a residencia de Lozoya,https://www.jornada.com.mx/2023/11/24/politica/012n1pol?partner=rss,24 de noviembre del 2023,"Una jueza federal declaró improcedente la acción de extinción que la Fiscalía General de la República (FGR) pretendía aplicar a la residencia de Emilio Lozoya Austin, ex director de Pemex, en Lomas de Bezares, Ciudad de México, presuntamente adquirida con los sobornos que recibió para comprar la planta chatarra de Agronitrogenados, que era propiedad de Altos Hornos de México (AHMSA).",386,"Una jueza federal ha desestimado la acción de extinción presentada por la Fiscalía General de la República (FGR) contra la residencia de Emilio Lozoya Austin, ex director de Pemex. La FGR alegaba que la propiedad fue adquirida con sobornos relacionados con la compra de la planta chatarra de Agronitrogenados, anteriormente propiedad de Altos Hornos de México (AHMSA)."
Álvarez Máynez acusa a PRI y PAN de causar la desgracia que vive México,https://www.jornada.com.mx/2024/03/06/politica/004n3pol?partner=rss,06 de marzo del 2024,"Villahermosa, Tab., El candidato presidencial de Movimiento Ciudadano, Jorge Álvarez Máynez, culpó a los gobiernos del PAN y del PRI de causar “esta desgracia que hoy vive México” con el crimen organizado. Asimismo, sostuvo que la delincuencia organizada alcanzó al proceso electoral.",284,"Jorge Álvarez Máynez, candidato presidencial de Movimiento Ciudadano, responsabilizó a los gobiernos del PAN y del PRI por la situación actual de México, marcada por el crimen organizado. Además, afirmó que la delincuencia organizada ha influido en el proceso electoral."
Moulin Petit escenifica las vicisitudes del cabaret y el costo de la fama,https://www.jornada.com.mx/2023/11/03/espectaculos/a08n2esp?partner=rss,03 de noviembre del 2023,"En Moulin Petit, el cabaret de los sueños rotos, los fantasmas del pasado, sentimientos guardados y sucesos inesperados llevarán al límite a los artistas de un centro nocturno, quienes, para cumplir llegar a la cima del éxito, tendrán que pagar un precio muy alto.",264,"La noticia presenta ""Moulin Petit"", un cabaret donde los artistas enfrentan sus sueños rotos y los fantasmas del pasado. La trama explora cómo estos personajes lidian con sentimientos reprimidos y eventos inesperados, mientras luchan por alcanzar el éxito en el mundo del entretenimiento nocturno. Sin embargo, se destaca que esta búsqueda de la gloria requerirá un alto costo personal para ellos."
Reprocha Rojo de la Vega que no le informaran de  los avances en pesquisas,https://www.jornada.com.mx/2024/05/15/capital/032n3cap?partner=rss,15 de mayo del 2024,"La Fiscalía General de Justicia de la Ciudad de México busca al hombre que disparó en cinco ocasiones contra la camioneta de la candidata de la coalición Va por la CDMX a la alcaldía Cuauhtémoc, Alessandra Rojo de la Vega, la noche del sábado pasado en la colonia Peralvillo, quien huyó junto con su cómplice en una motocicleta hacia el estado de México.",354,"La Fiscalía General de Justicia de la Ciudad de México está en la búsqueda de un hombre que disparó cinco veces contra la camioneta de Alessandra Rojo de la Vega, candidata a la alcaldía Cuauhtémoc por la coalición Va por la CDMX. El incidente ocurrió la noche del sábado en la colonia Peralvillo, y el agresor escapó junto a un cómplice en una motocicleta hacia el estado de México."
Emergencia ambiental activa doble restricción al tránsito vial,https://www.jornada.com.mx/2024/03/07/capital/029n1cap?partner=rss,07 de marzo del 2024,"La Comisión Ambiental de la Megalópolis activó, por tercera ocasión en lo que va del año, la contingencia ambiental en el valle de México debido a los altos niveles de ozono, ya que las 16 horas se registró una concentración de 175l ppb en la estación de monitoreo de Atizapán de Zaragoza, en el estado de México.",313,"La Comisión Ambiental de la Megalópolis ha declarado una contingencia ambiental en el valle de México por tercera vez en lo que va del año debido a altos niveles de ozono. A las 16 horas, se registró una concentración de 175 ppb en la estación de monitoreo de Atizapán de Zaragoza, en el estado de México."
Asaltan una camioneta de valores en Benito Juárez,https://www.reforma.com/asaltan-una-camioneta-de-valores-en-benito-juarez/ar2768770,06 de marzo del 2024,"Sujetos armados robaron unos maletines de una camioneta de valores, en la Alcaldía Benito Juárez.",97,"En la Alcaldía Benito Juárez, un grupo de sujetos armados llevó a cabo el robo de maletines de una camioneta de valores. Las autoridades están investigando el incidente para identificar a los responsables y recuperar lo robado."
Reducirá América Móvil inversión de capital en 2024,https://www.reforma.com/reducira-america-movil-inversion-de-capital-en-2024/ar2757163,14 de febrero del 2024,"América Móvil indicó que recortará su inversión de capital en 2024 a 7 mil millones de dólares, por debajo de los 8 mil 600 mdd en 2023.",136,"América Móvil anunció que reducirá su inversión de capital para 2024 a 7 mil millones de dólares, lo que representa una disminución en comparación con los 8 mil 600 millones de dólares que planeaba invertir en 2023."
Busca Suecia estrechar lazos con México,https://www.reforma.com/busca-suecia-estrechar-lazos-con-mexico/ar2772291,12 de marzo del 2024,"Gunnar Aldén, Embajador de Suecia en México, destacó que con visita de los Reyes se buscan estrechar aún más los lazos entre ambos países.",138,"Gunnar Aldén, el Embajador de Suecia en México, señaló que la visita de los Reyes de Suecia tiene como objetivo fortalecer las relaciones entre Suecia y México."
Dudan de investigación de STPS en Fresh Foods,https://www.reforma.com/dudan-de-investigacion-de-stps-en-fresh-foods/ar2786693,09 de abril del 2024,"La Secretaría del Trabajo no realizó una investigación a fondo de la empresa Fresh Foods, dijo la Confederación Central Nacional (Cocena).",138,La Confederación Central Nacional (Cocena) ha denunciado que la Secretaría del Trabajo no llevó a cabo una investigación exhaustiva sobre la empresa Fresh Foods. Esta afirmación sugiere preocupaciones sobre la supervisión y el cumplimiento de las normativas laborales en dicha empresa.
Falleció en NL posible portador de nueva cepa,http://www.reforma.com/fallecio-en-nl-posible-portador-de-nueva-cepa/ar2104454,12 de enero del 2021,"Secretario de Salud de NL informó que murió un posible portador de la nueva cepa de SARS-CoV-2, quien esperaba resultado que lo confirmara.",139,El Secretario de Salud de Nuevo León informó sobre la muerte de un posible portador de una nueva cepa de SARS-CoV-2. La persona fallecida estaba a la espera de los resultados que confirmarían si efectivamente estaba infectado con esta variante del virus.
